AccountExternalId,Name,Type,Industry,AnnualRevenue,Rating,Phone,Website,BillingStreet,BillingCity,BillingState,BillingCountry,BillingPostalCode,CreatedDate
5415e498f0ce0ecc025a4828145b72565d21307de97a4c2ab732ce14ef34e623,Le Group,Vendor,Healthcare,79334873.0,Warm,4446091346,https://gutierrez.biz,29406 Sweeney Port Suite 349,West Arthurberg,NM,Cameroon,85066.0,2023-12-02T21:30:22Z
3f109c281153084f96a7548f2e15450bdced416b4e6c538d3f9dd6437b2c55e8,Humphrey PLC,Customer,Education,12241357.0,Hot,667.678.1386,http://atkins.com,5438 Flores Port Apt. 225,Jacobsstad,,Brazil,64911.0,2025-03-09
155561b086053430e6a00478ef8efcc7e1f2ca69d0109e365a07f12250d248fb,  Benson LLC  ,Prospect,Energy,,,001-703-511-0133,https://johnson-wilson.net,32433 Little Skyway,Markberg,WY,Spain,84654.0,2024-04-26
3adabc38d543cadb9fe4a9376127ba48ad6b824add60e6b38fab40fac1671aa1,Hernandez Group,Customer,Hospitality,45409639.0,Hot,515.523.2223x117,powell.biz,071 Danielle Way Suite 209,West Drew,RI,Lebanon,54306.0,2025-07-24
4e60c0ec4acb16e7416a08ff8657fb675dcfc7f458639295cf1638645bb4fa11,"  Jenkins, Adams and Fleming  ",Partner,Education,49639358.0,,001-920-036-4608x682,https://burns.com,9137 Harmon View Apt. 375,West Emily,OR,China,83457.0,2024-05-28
96dded290eb7c5b8db75f5e33731a3bb720d268439c63aa1e0824a1d82a3b51a,Rasmussen-Cantu,Customer,Technology,,Hot,+1-496-239-3204,http://bryan-beasley.org,673 Coleman Island Suite 443,Port James,PA,American Samoa,41030.0,2024-11-28T21:30:22Z
76a977a5309c737bb98ef53e2102958fb8aa8ce667ae785854a5171704073c11,"Stevens, Beasley and Jenkins",Customer,Energy,26319862.0,Hot,+1-815-408-3465,https://bell.info,307 Lozano Hollow Apt. 620,New Mary,,Bolivia,6063.0,2024-08-03T21:30:23Z
24f8cbd13e257eb8c0c2a414d072baa094686b5de0f7b5249a621491f2f46c76,"Torres, Shaffer and Garcia",Partner,Healthcare,56996333.0,Hot,001-851-325-3751x7172,https://navarro-cross.com,0397 Anthony Walk Suite 940,Lake Davidview,AZ,Iraq,35513.0,06/10/2025 21:30
779047d2682c6c4cd5f9ea214d74161cf26c42361bb94c9a6e71b7d80e0485e7,"Wilson, Espinoza and Martinez",Vendor,Healthcare,,,777.673.3950,https://morgan-vaughn.org,34002 Santos Island,Franciscoborough,UT,Moldova,34264.0,06/25/2024 21:30
466442756738253ea6d9291800446f9ad0f2d81e7110503b1275e8d38dbaf917,Forbes Inc,Customer,Media,14872184.0,,891.260.3083x7169,https://carr-garcia.info,5195 Mccarthy Burgs Apt. 975,Wyattland,,Guinea,51831.0,2024-08-31
f13bc62725e9958b45b2179ac6f92282d00374806122e06bbf74327e6b6095c9,Meyer-Singh,Vendor,Energy,,Warm,994.372.3399x21085,https://short.com,2323 Mckenzie Mountain Suite 044,Vanessaburgh,CO,Congo,15623.0,2024-03-26T21:30:22Z
7b7d127507b3b2c9b04fcb1477dd109978fd8dd96dd7cec2fcaed09e2b4b65dd,"Mercado, Campbell and Reilly",Customer,Transportation,,,(549)877-9213,https://hanna.com,57810 Chris Isle,West Richardview,ND,El Salvador,23879.0,02/19/2024 21:30
7ac654fe69ceb7b56ee2eea07b54d8a6312e47463f7e2453f1783839d333799c,"Valenzuela, Richmond and Mcdonald",Customer,Energy,,,+1-618-661-0634x1881,https://martinez-harmon.com,23107 Stewart Parkway,East Sheila,,Iceland,68817.0,12/23/2024 21:30
42c008d8a55c70f9221a5c0e706f756592ec5cac47d1874efc96babf94a7da24,"Villa, Montgomery and Hughes",Vendor,Healthcare,29076195.0,Hot,(082)188-2878x5515,https://johnson.com,00249 Megan Curve,Robertsmouth,,Netherlands,98223.0,06/16/2024 21:30
3675aab49295b8d70a3e4de93438491bfbb9589b5230bde71d97105acd7102ab,  Richards-Daugherty  ,Customer,Finance,51556129.0,Warm,956.749.9120x29926,https://smith.com,618 Melanie Mills,New Natalie,VT,Bermuda,79506.0,04/26/2024 21:30
705fbc399923ac34161141055839fe3e5ce24d719e6a85b37114d30014cf7353,"Parker, Mcclain And Knight",Vendor,Healthcare,,Cold,138-125-4299x087,https://knight-lopez.biz,4921 Martin Cliff,South Cynthiaport,MD,United Arab Emirates,87053.0,06/25/2024 21:30
ecd5f74181c7fc131db57b946a151e5752efdfbc04df5b5742ad8329ef432b61,Smith and Sons,Customer,Finance,,,0126783450,https://calderon.biz,662 Mary Causeway,Pamelachester,OK,Saint Kitts and Nevis,31784.0,2024-11-12
4101a20ee6947d992c3ccbe53d1fe12a4648a98e5ae970960b89f52cb6603d97,"Cruz, Campbell and Wood",Vendor,Finance,,Cold,,https://wheeler.com,415 David Ranch,South Caleb,DC,Cameroon,57645.0,2024-12-18T21:30:23Z
cb4641a641a69c1b3a9acccaa61acba1cc26a453a5659bfbe4648bf79783db43,Ramsey PLC,Vendor,Media,,,526-788-0551,https://rivera.com,1322 Christopher Crossroad Suite 293,Hodgestown,,Lithuania,65865.0,2024-10-08T21:30:22Z
8f284cf60c24fdeb936a2b39b9031e79725a3f0501defa6129b8e0036a3324f1,Jenkins-Mcneil,Customer,Manufacturing,46898401.0,,563-592-5648x0840,https://robbins.org,6530 Daniel Cove Suite 902,Morenohaven,NE,Papua New Guinea,36778.0,2024-02-02T21:30:22Z
07f25ad59984d845ae7f208d69460c547738ab3c77114574c366fd0b8a582065,Salinas LLC,Customer,Healthcare,72376148.0,Hot,(452)538-7998x6971,https://gonzalez-russell.net,7091 Young Land Apt. 709,East Stephanieshire,NY,Japan,40650.0,2025-07-13T21:30:22Z
a84c9b4b0f03e73ae7c5155829f17eaa69f0cdb220d2ca140ea45f25d31e5704,Edwards LLC,Customer,Technology,16943635.0,Cold,330.485.5861x2769,https://green.com,71774 Christopher Dam,Michaelburgh,OR,Gabon,35672.0,2024-02-23
36ce1b395179360b9f8db70ac1df6bc2a68d94eeff2b200a51e1cae377bd2c36,Webb-Oneill,Partner,Technology,,Warm,001-881-205-9830,http://allen.info,31087 Debra Rue Apt. 128,Williamstown,WV,Mongolia,34987.0,02/16/2024 21:30
c662144edd231cf947b8b338bfec7a6beaf3bc765709d880f00281ab8b096c8c,Johnson Inc,Vendor,Retail,,Warm,,http://ellison.com,414 Emily Crescent,Castanedaville,ID,Panama,36444.0,2024-05-19T21:30:23Z
855b07f0d3db36a7fd845c1f45355f1389538719e2205974fe05128a61b5ede1,Rogers Inc,Partner,Education,30638156.0,Cold,,http://daniel-williams.com,19300 Ford Parkway Apt. 591,North Antonio,NM,Vanuatu,96508.0,2024-07-01T21:30:22Z
4b89cd5b60f1c5edd84697302f8ec97623106a596d969db2a548dcd139a86686,"Cox, Griffith And Thomas",Partner,Education,,Hot,(390)304-9868,https://ramirez.info,1957 Crawford Ports,Lake Paulmouth,VA,Tajikistan,29195.0,2024-04-04
1bdc3d13ea1f0f9f76ab5c8a76619eac1c0ef83ab7a9b6adfca4159094fda45a,Montgomery-Hart,Partner,Finance,,Warm,,http://gutierrez.com,9468 Hamilton Camp Suite 029,New Colleen,FL,Iceland,81963.0,2024-05-26
e842738a65daa3fca9684b114d46b143cb2bc3868363bc9e09831ee3a19dde19,  Gray Group  ,Partner,Energy,3736218.0,Cold,556.264.2828,brady-burns.info,689 Porter Parks Apt. 151,Seanstad,AR,Micronesia,10162.0,2024-02-10T21:30:23Z
60c2bf81095f8092f42868561d57c9bf7c674919d1eafd6c75ac6095660e75cb,  Gomez Group  ,Partner,Technology,,,001-763-488-0680,lopez.com,902 Reyes Field Apt. 617,Cooperchester,OK,Gibraltar,39284.0,2024-01-06T21:30:23Z
27b5c90c30606a090a8984d7f0678230d072549eb45784f6edd7c71ec8bb96f0,"Holland, Glover and Moody",Vendor,Energy,9644312.0,Cold,062-585-0506x588,https://martin.info,53692 Whitehead Square Apt. 587,Lake Gina,AR,Thailand,81692.0,2024-04-12
9e287be0b0254746d399e69a96719a97cc994b0d1807bdfb6d03a554c9ffb396,Mcguire and Sons,Prospect,Finance,6150635.0,,001-462-923-6676x4287,http://mcfarland.com,60340 Manuel Mews Suite 389,Harringtonstad,,Macedonia,69049.0,2024-06-07
3296a8ac92e4acf10aaa46245b97d05a67cc6896ef2d135bf6455e16f12bc0ec,Diaz-Rodriguez,Partner,Technology,54437172.0,Warm,+1-014-823-1474x2985,https://sullivan.com,066 Avery Rue Apt. 843,Harrymouth,,Suriname,15348.0,08/08/2024 21:30
d233ae36ed28ae7af7232fb54121ba57ca6eb8d5ae88232720c73411824ba0a3,"Greene, Lambert And Webb",Partner,Energy,,Warm,5413758133,http://smith.com,912 Houston Ridge,Olsonfurt,HI,Liberia,64535.0,2025-08-28
5b68d0859db6a8735fc5840d3962a6f07c8c5cb31b220cd7d78510c44af3007c,"Arnold, Barnett and Schwartz",Customer,Finance,,,+1-275-354-2563x9562,https://lewis.com,9163 Julian Highway,West Jacquelineshire,WA,Korea,,2024-10-28
3d2681113f41b4f1de9535aa7b8eb6f21bc3ce2d200831a0649330a586fc66a2,Cunningham Group,Vendor,Energy,53709858.0,Hot,(341)890-7298x09063,https://lambert-johnson.org,63407 Jenkins Streets,Yanghaven,NH,Oman,84985.0,11/29/2024 21:30
819d5163e824c3fe8b81894249169208ed722ad52a7ffbea82c4694a8eaf46a6,"Flores, French And Thompson",Partner,Retail,63213961.0,Cold,071-971-0563x6845,http://lewis.com,19593 Rollins Course,Hickschester,WA,Senegal,6163.0,2023-11-20
9409e66ee7f8adf1898bfb57665e7d125eefae91c84b5a81e99d5cc03e7dd203,Jensen PLC,Customer,Finance,34202147.0,,929-802-3213,http://swanson.com,363 Janet Well,Mendezfort,OH,United States Virgin Islands,,2024-07-30
4c97344a5cde015ed4a7ac2e7dd48d5802a5b55f473aa946432ea3dc5840ff18,"Griffith, Hunter and Collins",Prospect,Media,,Cold,+1-900-947-4975x702,https://moreno.org,1376 Lawrence Ramp Apt. 888,New Derrick,MA,Kazakhstan,1746.0,09/03/2024 21:30
b7e751c1281d5db92b083a8a44cd5c29be43fbdfbceeb069e45ec091e7be889f,Oneal Ltd,Partner,Manufacturing,40358160.0,,040.510.4494,http://torres.biz,260 Diaz Cape Suite 403,Andreaberg,FL,Panama,99690.0,2024-11-09
c14d1a01a330d7350780b5c3b2aafbde05f306eeb1bf7bf08292886f16236b4c,Campbell PLC,Prospect,Education,,,402-519-0226x1547,https://walton.com,5918 Kevin Courts,Hendersonfurt,AK,Georgia,20499.0,2024-11-08T21:30:22Z
a87bbfcdc2da8634c76ffa399536e2a376556dafe189f5e859cceb698a34f921,Parker Group,Customer,Media,,Hot,+1-271-889-7368x3075,http://finley.com,82135 Matthew Mills,South Lisastad,SD,Uzbekistan,40664.0,2023-12-17
6121e798457cf57861fcdc78f95c9327ae77ed511fdd0c06d0facdcf0d348dc0,Sexton-Obrien,Prospect,Retail,,Warm,(986)405-1150x72538,http://brady.info,298 Holt Falls,East Janiceview,WV,Central African Republic,,2024-04-21
95a470c91c7a714c54b8a4152ac03bec85d570d1fae2bf6c68120b1b0b0eeb14,Lopez Inc,Prospect,Retail,,,(543)826-2330x72582,https://shaffer.com,4576 Christina Causeway Suite 553,Lake Lori,,Namibia,90052.0,05/18/2025 21:30
39f6ab3618742fef72b03befe0133d25921fc1da0da93bf94a069daaf703d62d,"White, Ibarra and Martin LLC",Customer,Media,27084696.0,Warm,236-108-7333x8931,https://taylor.com,29693 George Valleys,Aliciashire,MI,Peru,86557.0,2025-01-02T21:30:23Z
d76954ff5e386b692e931dc61739b14d98a500db9bd19a63fffa44b91a93a20a,"Nguyen, Rodriguez and Dunn",Customer,Transportation,59818021.0,Hot,3737611629,http://wilkinson.com,9294 Courtney Crossroad Apt. 816,Riveraborough,MS,Bahamas,22853.0,2023-12-11T21:30:22Z
d263b98bb9df8f0d2e95ab96e3581ead6e46e6fc23bfc110a911b7781b7c123d,Horton-Stephens,Customer,Healthcare,18887147.0,,001-270-235-5118,https://savage.net,55355 Medina Way,North Tracy,CT,Myanmar,24858.0,2025-02-03T21:30:23Z
b0b182d96a1b175badab1c7e107e1c62782fd6308d787a6a45a26250bfbca49f,Baker and Sons,Partner,Retail,5491208.0,,+1-136-924-1969x60937,https://le.com,0871 Christina Unions,Lake Theresa,SD,Vanuatu,,2024-11-10
e79bc1b79a15babd8533430d2184651d2377810445e78949ae9e6fd7daff635b,Taylor-Mcclain,Prospect,Healthcare,17263481.0,,,https://hall.com,38243 Murphy Shoals Apt. 800,Jenniferborough,CO,Cambodia,91858.0,01/28/2025 21:30
8154f91bf3af06a5098f870521beedb73ff990875b78e91a48ae02436027fa4a,Holland-Brooks,Vendor,Hospitality,47931087.0,Cold,001-645-009-9866,https://valenzuela.com,771 Parker Lane Apt. 439,Smithberg,SD,Greenland,54430.0,2024-06-21
8b80ff6ecbed69d7aa905c79ee6196c839b01e8b3a3f7a24244d3b5dfe85d22a,"Blevins, Gentry and Reynolds",Customer,Technology,64620002.0,Hot,001-437-434-6993x34908,https://carroll.biz,01186 Alexis Field,New Darlene,CA,Colombia,69211.0,06/22/2025 21:30
5ad40bfc5d224784c444240b4294b4028280cc5779c9e6d3eb8054a362f1a381,Lawson-Ingram,Partner,Manufacturing,,Hot,348.827.1623x47189,http://clarke.com,9984 Smith Plains,Port Saraville,GA,Liberia,16149.0,2025-08-04T21:30:22Z
2c5197b93359a9d8406d0e1076e1da58feb7e2841ace7a84972bdfa3624f4102,"Kelly, Rodriguez And Hayes",Vendor,Hospitality,48245348.0,Warm,828.828.5151x74698,riley.org,3786 Zachary Rest,West Brittany,,Papua New Guinea,60459.0,2024-09-26T21:30:22Z
df97d4dcd791cf0e7c772fff2e311e2a804258f4771d7c3a20f2124add28fbe9,"Johnson, Hall and Knight",Vendor,Retail,19510253.0,Warm,906.054.1502,https://medina.com,7748 Thomas Manors,East Jennifer,KS,Finland,85236.0,2025-09-05T21:30:22Z
8d52d1ed4140bd1e8f4f0e13b9d727cee1f672ad04b23decb7814012bbe57730,Smith Group,Vendor,Manufacturing,6030187.0,Warm,027-116-8724,https://little.biz,349 Chandler Keys Apt. 831,Christineburgh,CO,El Salvador,14788.0,2024-02-29T21:30:22Z
60e1406e468ea1860aec6c952c1f1f409642f88a38dc7dd54b0b78f78116ef73,Jones-Chambers,Customer,Education,74214080.0,Hot,+1-370-194-2025x1421,https://leblanc-harvey.biz,681 Hughes Parkway Suite 542,Allenport,MI,Honduras,67543.0,2024-05-22T21:30:23Z
1fe7e1d34d8482f260076230e4118073c4716923dfbda0ada2aa6441aa7cfe69,  Vargas PLC  ,Partner,Hospitality,61476220.0,,(886)023-7061x11708,young-garcia.com,08347 Amber Manor,Dixonburgh,,Western Sahara,10728.0,2025-02-20T21:30:22Z
e3915998648971604c149add0a7079291055b8d8ec0e8a682bc9d562b5bdee67,  Ray and Sons  ,Customer,Energy,51828627.0,Hot,+1-326-871-2511x7402,https://garcia-mitchell.com,3580 Cory Lane,Jenniferview,AK,Uganda,80421.0,12/04/2023 21:30
1d29dae1eecefad6882d4fba701e0869c7f19642d36f9f119e902a9e1af2f375,  Robinson-Mccoy  ,Vendor,Transportation,,Hot,(764)497-6762x65605,https://ross-daniels.com,149 Chang Run Suite 474,Snydershire,WY,American Samoa,46462.0,2024-05-25T21:30:22Z
e225e00b65e1da0dd15d4e06eda1f29129c456916bcbf81e8f92c8f036949df7,Pierce Llc,Vendor,Technology,5171784.0,Hot,644-323-1560x23706,https://fisher-smith.com,4354 Jones Knolls Suite 257,East Shawn,NH,Hong Kong,83186.0,2023-12-11
cc3d5540fa3aa5f7f8e1c71799246d93b8c3f93c7a984c45573ad6d2563037fe,Lang LLC LLC,Customer,Energy,5397528.0,Warm,001-552-878-8365,https://walker-parker.com,3828 Hall Drives Apt. 923,South Luisland,CT,Czech Republic,21620.0,2025-02-19T21:30:22Z
f1350c74d8b2270b1bb23632c32841cabad8e83a74b0417c1f00cfa212aa63ff,Rose-Lucas,Partner,Retail,13620761.0,Cold,(240)618-9310x97365,https://davis-hampton.com,40169 Brittney Shoals,Lake Jennifer,,Korea,13686.0,05/30/2024 21:30
96f890f96352fbb3b779e65845397da2a7bd78e71286c7e81fd3005737fe4614,"Mccoy, Pitts and Robinson",Customer,Education,73178342.0,Cold,0488775115,http://wilson.com,88983 Stokes Cliff,Alyssaburgh,NE,Samoa,65191.0,2025-06-12
43e5308a3631f51806700f44806a9946cecada6e1b2981f4a8c1f9bb588b202b,Olson-Hall,Customer,Finance,66553000.0,Hot,178-941-3185x425,davis-middleton.com,290 Davis Streets,Lake Caitlynfurt,,Norway,98503.0,2025-09-06
c52ba31a81c2f32f07be8a9272b8327efad0de336898955e1faef94b112a93f0,King-Lindsey,Prospect,Retail,,,+1-203-849-3280,parker.com,58012 Rogers Shore,West Rachelmouth,TN,Guyana,79122.0,07/21/2025 21:30
f7c1833b58844db23863f08b6bbf3c0bcf291be7ddc86441f7b203f2ae4c8f78,Perry and Sons,Customer,Manufacturing,,Cold,(767)074-8633x573,https://mack.com,6851 Pratt Plaza Suite 667,South Peterport,OR,Cambodia,58153.0,07/19/2024 21:30
8c8e0a9925a02fc360a2c1a4eb2d26ccf6a16f5bf9a9e63a86ac8ab73e27cbaf,Green-Hernandez,Vendor,Transportation,,,699.662.6676x9491,https://hardin.com,423 Brian Hill Apt. 502,Melindaside,AK,Thailand,49395.0,2024-06-03T21:30:23Z
dba569b364ad9d5d089e7de6385327f6d6cc476522ef078c9a501a3ee6e401f8,Wu-Espinoza,Vendor,Manufacturing,76120407.0,,520-495-0265,https://griffin-kirby.com,9129 Dawn Trace Apt. 416,New Johnville,UT,Uzbekistan,62843.0,2024-12-27T21:30:22Z
dd015fce5ad0a4a646630e41a2b492fad90330a811f2e863c76c305f54f6499b,"  Anthony, Collins and Ford  ",Prospect,Media,,Hot,001-693-119-9776,http://andersen-cline.net,76525 Jocelyn Ports Suite 406,Garnerhaven,NC,Turkey,75091.0,06/18/2024 21:30
6f7d102a17c9b2f885259bd4f59b0f0d17d99c994a43927dce235cb77463d671,Alvarez Ltd,Customer,Energy,2999319.0,Warm,(509)002-8546,https://brock.org,703 John Forks Suite 383,Brandonton,,United States Minor Outlying Islands,,07/12/2025 21:30
d71b014f845a67ef508db418c251c8a93b71eda86dbd08037bb3912d636fb7bb,"Allen, Estrada and Brown",Partner,Transportation,39372995.0,,001-304-924-0796x735,,7398 Barber Knolls,Lake Amanda,MO,Chad,95169.0,2024-09-13T21:30:22Z
1f39e5088c1055206a8ee65bd1b4783536fb1690d325e7694bae0226b3e0a8ed,Blackburn and Sons,Customer,Healthcare,,Warm,+1-803-771-9765x194,https://martinez.com,2398 Pineda Ports,North Mitchellshire,,Kyrgyz Republic,55449.0,2024-05-21T21:30:23Z
f47369bc18f252ae96dcad54534615ca6c67c2719f12206c279371c3769165f1,Pittman-Sanford,Customer,Energy,10776383.0,,068.534.4501,http://stevens-sims.net,85996 Tony Prairie,Martineztown,AR,Saint Barthelemy,48299.0,2023-12-03T21:30:22Z
252837c93707b964d94879ece563d121d536bc6d7b0ea625354fd3559d497e3e,Rivera and Sons,Prospect,Education,63807213.0,,587-150-0522x13054,weiss-smith.com,5343 Morgan Garden,East Amandaside,GA,Togo,,2024-10-29
6e88ac7018de075ee40438e8788e2e4dc1d9774988f635f91e4aa0c3272a8af6,  Barnes LLC  ,Prospect,Energy,1618473.0,Cold,+1-986-893-1192x8961,https://rice.com,803 William Pass Apt. 541,Lake Stevenhaven,FL,United States of America,9020.0,2024-06-08
110cb0707aff752b429150d65a5541bbf9fe90b0a83c436a097ff84fa6a0d6c2,"Martin, Reyes and Lambert",Vendor,Media,,,107.185.6893,bright.com,9408 Allen Lodge,Port Jamesside,MS,Turks and Caicos Islands,51829.0,2025-05-26T21:30:22Z
8d2db5f5b9afb4562f4b8423943ffcc0268713c1093f2e6e1849a9b1690e7919,  Salazar-Barrett  ,Customer,Transportation,,Hot,(951)765-8903,http://todd.com,15366 Matthew Plains Apt. 030,Lake Bridgetbury,KY,Martinique,35667.0,03/17/2025 21:30
cbcd527a4d7726b8c4f1f117b7f386f26351490d07b1a867d3a4ce39ff3228a8,  Jones-Mendoza  ,Partner,Energy,69657789.0,Warm,824.894.6808x0633,https://cowan.com,868 Jason Land Suite 051,Chantown,NM,Georgia,99415.0,04/17/2025 21:30
5a94f91cb87c849c0813fb93e9d52fc939f330366f8fa685785a6e858b087b7f,Lee-Johnson,Vendor,Technology,10472507.0,Cold,335.674.9101,http://ray-ray.net,196 Dustin Alley,Latoyaport,WY,Heard Island and McDonald Islands,22647.0,06/29/2025 21:30
46d826140589f203a00b103011a6d6701d8d4206cbfc4d7af5eabeb5c47794cb,"Ortiz, Rivera And Casey",Customer,Media,,Cold,260-519-6705,http://brown-hayden.biz,961 Natasha Squares Apt. 546,Lake Belinda,WI,Saint Pierre and Miquelon,78886.0,2025-04-08
b9605a307421959aba350e23f6dc7cad508fe066b999d09a97a2813931dac022,Greene Ltd,Customer,Finance,65631766.0,Cold,,http://oconnell.com,601 Thomas Centers Suite 324,Port Jennifer,,Guernsey,,03/28/2024 21:30
c701333cb89c5b04ffc03ae46eb495f25d958ead62d153f4dd5d2288594ac0dc,Hatfield-Harper,Customer,Finance,,,001-843-626-6785x3758,https://franco-hernandez.info,1822 Nichols Track,East Danielton,AR,Cuba,96753.0,2025-01-04T21:30:23Z
ef091983206a8be5527aca21257f19633feff66783506744accee36b8449f02f,Sanchez-Ross,Customer,Education,31849234.0,,(700)735-9564,https://contreras-carter.com,17997 James Village Apt. 610,West Jessicaville,WV,Cote d'Ivoire,4593.0,2025-10-01T21:30:22Z
ef60c68595dae1911331fc57979d8dc5111e2abaf13f3a34e095c20340cfc2c5,Gomez Group,Customer,Hospitality,,Cold,(654)486-8176x857,https://guzman-howell.biz,203 Derek Flats,Cookview,CO,Equatorial Guinea,97535.0,2024-11-01T21:30:22Z
fac82228fd80d29c27b6ba68cf371fd9fd5f561cca2230fc5728d220a794bb14,Ferguson Inc,Vendor,Transportation,,Hot,872-860-2253x15929,http://graves.com,030 Garcia Ridges Suite 314,South Connorland,WY,Albania,87917.0,2024-02-19T21:30:23Z
f481986ed88f3feb7f0630ab8c58e830ce600c12f6ee3d0ff8a5aafd0f1b9217,"Sanchez, Brewer and Moses",Prospect,Retail,,Cold,+1-229-017-4543x6339,https://yu.info,411 Kenneth Creek Apt. 459,Port Henry,IN,Liberia,31169.0,2024-09-29T21:30:23Z
cdcea74e591839cfcd918f024adc9c31e183e185510cd1a204e7af072b73c540,"Ibarra, Nelson And Williams",Partner,Energy,16821878.0,Hot,001-257-798-7354,https://bautista.com,9189 Cory Roads Apt. 827,South Maria,NE,Brunei Darussalam,89923.0,12/08/2024 21:30
8dfc6037cf3acf87152d674c23a079a6e0af625e2875da788bde277dfeb88313,"Ford, Carpenter and Campos",Vendor,Education,,Cold,001-483-780-3740x5821,https://reed.com,0010 Kelsey Course Suite 319,Penaborough,KY,Bermuda,48326.0,03/26/2025 21:30
